CONCEPT,kara1474,kara_cv,kara_rlm,botl1242,botl_cv,botl_rlm,akhv1239,akhv_cv,akhv_rlm,ghod1238,ghod_cv,ghod_rlm,andi1255,andi_cv,andi_rlm,cham1309,cham_cv,cham_rlm,tind1238,tind_cv,tind_rlm,bagv1239,bagv_cv,bagv_rlm,bor
быть раздавленным_16199.0,,,,,,,,,,,,,,,,,,,tʃ'itʃ''aqiɬʲa,CCVCCVCVCV,CCVCCVCVCV,,,,
быть разжеванным_16205.0,,,,,,,,,,,,,,,,bˌiɬːna,CVCCV,bVCnV,b'iɬːĩɬʲa,CVCVCV,bVCVCV,,,,
быть размельченным_16217.0,,,,,,,,,,,,,,,,,,,b'iɬːĩɬʲa,CVCVCV,bVCVCV,,,,
быть скверным_16225.0,q'abiħɬaɬa,CVCVCCVCV,CVbVCCVCV,,,,,,,,,,,,,,,,,,,,,,
быть скользким_16232.0,,,,,,,,,,,,,,,,ʁ'odaːla,CVCVCV,CVCVlV,z'oːjɬʲa,CVCCV,CVjCV,,,,
быть слизистым_16237.0,,,,,,,bez'ezinoːrutɬa,CVCVCVCVCVCCV,bVCVCVnVrVCCV,,,,,,,,,,,,,,,,
быть согласным_16246.0,raz'i,CVCV,rVCV,raz'i,CVCV,rVCV,razibik''urutɬa,CVCVCVCVCVCCV,rVCVbVCVrVCCV,raz'i,CVCV,rVCV,,,,razi,CVCV,rVCV,raz'iraz'eːb,CVCVCVCVC,rVCVrVCVb,raz'ibak'ula,CVCVCVCVCV,rVCVbVCVlV,1.0
быть стройным_16255.0,,,,,,,tʃerɡ'esːiɬiloːrutɬa,CCVCCVCVCVCVCVCCV,CCVrCVCVCVlVrVCCV,,,,,,,,,,,,,,,,
быть съеденным молью_16271.0,,,,,,,,,,,,,,,,,,,r'esiχːiɬʲa,CVCVCVCV,rVCVCVCV,,,,
быть твердым_16275.0,tɬʷ'areɬaɬa,CCVCVCVCV,CCVrVCVCV,,,,,,,tɬ'ʷ'aridi,CCVCVCV,CCVrVCV,,,,tɬ'ʷariːla,CCVCVCV,CCVrVlV,,,,tɬ'ʷ'aridila,CCVCVCVCV,CCVrVCVlV,
быть точеным_16282.0,,,,,,,itʃ'urutɬa,VCCVCVCCV,VCCVrVCCV,,,,,,,,,,,,,,,,
быть тягостным_16294.0,,,,zaħmaɬ'i,CVCCVCV,CVCmVCV,,,,zaħmaɬ'i,CVCCVCV,CVCmVCV,,,,zaħm'aɬla,CVCCVCCV,CVCmVClV,,,,,,,1.0
быть уведенным_16300.0,,,,,,,m'unutɬa,CVCVCCV,mVnVCCV,,,,,,,,,,,,,,,,
быть уволенным с работы_16324.0,boq'aɬa,CVCVCV,bVCVCV,,,,,,,,,,,,,,,,,,,,,,
быть уволенным_16316.0,,,,,,,,,,,,,,,,,,,bˌuχiɬʲa,CVCVCV,bVCVCV,,,,
быть удачливым_16333.0,tamixu,CVCVCV,CVmVCV,,,,,,,,,,,,,,,,,,,,,,
быть удобным_16336.0,,,,,,,kʷãʕ'iɬiloːrutɬa,CVCVCVCVCVCCV,CVCVCVlVrVCCV,,,,,,,,,,,,,,,,
быть удобным_16337.0,,,,,,,,,,,,,kuendːu,CVVCCV,CVVnCV,,,,,,,,,,
быть удовлетворенным при обращении_16357.0,,,,q'abul'i,CVCVCV,CVbVlV,,,,,,,,,,q'abulɬla,CVCVCCCV,CVbVlClV,,,,,,,1.0
быть удовлетворенным_16345.0,,,,,,,raz'iɬiloːrutɬa,CVCVCVCVCVCCV,rVCVCVlVrVCCV,,,,,,,,,,,,,,,,1.0
быть удовлетворенным_16347.0,,,,,,,,,,,,,,,,,,,,,,q'ab'ulhila,CVCVCCVCV,CVbVlCVlV,1.0
быть уместным_16365.0,,,,,,,,,,,,,,,,,,,,,,r'aq'ina,CVCVCV,rVCVnV,
быть унесенным (уведенным)_16388.0,,,,,,,,,,,,,,,,,,,bˌetɬiɬʲa,CVCCVCV,bVCCVCV,,,,
"быть унесенным, уведенным_16392.0",,,,,,,,,,,,,,,,,,,,,,b'eɬila,CVCVCV,bVCVlV,
быть унесенным_16372.0,boʔãɬ'a,CVCVCV,bVCVCV,,,,qː'oːnutɬa,CVCVCCV,CVnVCCV,,,,,,,,,,betɬitɬ'iɬʲa,CVCCVCCVCV,bVCCVCCVCV,,,,
быть унесенным_16375.0,,,,mã'i,CVV,mVV,,,,mun'i,CVCV,mVnV,,,,mununa,CVCVCV,mVnVnV,,,,,,,
быть униженным_16399.0,,,,,,,ħaq'ː'iɬiloːrutɬa,CVCVCVCVCVCCV,CVCVCVlVrVCCV,,,,,,,ħaq''irɬla,CVCVCCCV,CVCVrClV,,,,,,,1.0
быть усвоенным_16410.0,,,,,,,,,,,,,,,,,,,,,,r'ehidila,CVCVCVCV,rVCVCVlV,
быть целительным_16424.0,,,,,,,,,,,,,,,,,,,dar'uɬiɬʲa,CVCVCVCV,CVrVCVCV,,,,1.0
быть чутким_16426.0,,,,,,,ts'ːod'oɬiloːrutɬa,CVCVCVCVCVCCV,CVCVCVlVrVCCV,,,,,,,,,,,,,,,,
быть щепетильным_16435.0,,,,,,,t'ut''udiloːrutɬa,CVCVCVCVCVCCV,CVCVCVlVrVCCV,,,,,,,t'ĩt''iritʃ',CVCVCVCC,CVCVrVCC,t'ĩt''iriːɬʲa,CVCVCVCV,CVCVrVCV,,,,
"быть, находиться_16447.0",,,,buk''i,CVCV,bVCV,,,,,,,,,,,,,,,,,,,
быть_15240.0,bik'ʷ'aɬa,CVCVCV,bVCVCV,beq'in'i,CVCVCV,bVCVnV,bik''urutɬa,CVCVCVCCV,bVCVrVCCV,bukʲ''i,CVCV,bVCV,bik'udu,CVCVCV,bVCVCV,bˌuk'la,CVCCV,bVClV,bˌuk'iɬʲa,CVCVCV,bVCVCV,b'uk'ula,CVCVCV,bVCVlV,
бычок_16453.0,,,,,,,b'uʃa,CVCV,bVCV,,,,buʁa,CVCV,bVCV,,,,boha,CVCV,bVCV,,,,
бычок_16455.0,,,,,,,,,,,,,,,,,,,,,,han'a,CVCV,CVnV,
бычок_16456.0,ʁ'ajtʃ'a,CVCCCV,CVjCCV,ʁ'ajtʃ'a,CVCCCV,CVjCCV,,,,ʁadatʃ''a,CVCVCCV,CVCVCCV,,,,ʁˌadatʃ'a,CVCVCCV,CVCVCCV,,,,,,,
бьющий в глаза_16471.0,,,,,,,z'ijãdabe,CVCVCVCV,CVjVCVbV,,,,,,,,,,,,,,,,
бьющий_16463.0,,,,,,,,,,,,,tʃ'intʃ'il,CCVCCCVC,CCVnCCVl,,,,,,,,,,
бюллетень (избирательный)_16491.0,,,,,,,,,,,,,,,,,,,,,,bult'in,CVCCVC,bVlCVn,1.0
бюллетень_16481.0,,,,bulet'en,CVCVCVC,bVlVCVn,,,,,,,buluten,CVCVCVC,bVlVCVn,bulit'i,CVCVCV,bVlVCV,,,,,,,1.0
бюро_16500.0,,,,bir'o,CVCV,bVrV,,,,,,,,,,,,,,,,bir'o,CVCV,bVrV,1.0
бязь_16507.0,boz'e,CVCV,bVCV,b'ozi,CVCV,bVCV,b'ozi,CVCV,bVCV,b'ozi,CVCV,bVCV,bozi,CVCV,bVCV,boz,CVC,bVC,bozi,CVCV,bVCV,boz,CVC,bVC,1.0
бяка (грязь)_16527.0,,,,,,,,,,,,,,,,,,,,,,ʕ'anʕa,CVCCV,CVnCV,
бяка_16516.0,,,,,,,ʕ'aʕa,CVCV,CVCV,,,,,,,ʕˌaʕã,CVCV,CVCV,ʕ'aʕa,CVCV,CVCV,,,,
бỳхьилъ’а_16541.0,,,,,,,,,,,,,,,,,,,bˌuxːar,CVCVC,bVCVr,,,,
бỳщилъ’а³_16550.0,,,,,,,,,,,,,,,,,,,bˌuʃːar,CVCVC,bVCVr,,,,
в (чем-либо)_16561.0,,,,,,,ɡ'etɬːi,CVCCV,CVCCV,,,,,,,,,,,,,,,,
в ад_16573.0,,,,dʒandarm'anaɬːa,CCVCCVCCVCVCV,CCVnCVrmVnVCV,,,,,,,,,,,,,,,,,,,
в бегах_16579.0,,,,,,,k'ːʷ'eːtehe,CVCVCV,CVCVCV,,,,,,,,,,,,,,,,
в бедности_16591.0,,,,misk'inirɬi,CVCCVCVCCV,mVCCVnVrCV,,,,,,,,,,,,,,,,,,,1.0
в ближайшее время_16599.0,,,,,,,,,,,,,,,,jaħadajaː,CVCVCVCV,jVCVCVjV,her'adahera,CVCVCVCVCV,CVrVCVCVrV,jer'ada,CVCVCV,jVrVCV,
в ближайшее время_16603.0,h'absːaʕat,CVCCVCVC,CVbCVCVC,,,,,,,,,,,,,,,,,,,,,,
в ближайшие дни_16608.0,,,,,,,,,,,,,,,,jaɬelset',CVCVCCVC,jVCVlCVC,eɬ'eːʃːola,VCVCVCV,VCVCVlV,ʃːʷ'alasaːj,CVCVCVC,CVlVCVj,
в большом количестве_16615.0,,,,,,,mutɬ'ːuruʁi,CVCCVCVCV,mVCCVrVCV,,,,,,,,,,,,,,,,
в будущем году_16628.0,kaʔ'areɬa,CVCVCVCV,CVCVrVCV,heːɬ'abu,CVCVCV,CVCVbV,,,,hil'asːti,CVCVCCV,CVlVCCV,ʁiloja,CVCVCV,CVlVjV,aχili,VCVCV,VCVlV,aχ'aɬʲa,VCVCV,VCVCV,ah'ilaɬaːbi,VCVCVCVCV,VCVlVCVbV,
в восемь_16636.0,,,,bitɬ''idaɬːu,CVCCVCVCV,bVCCVCVCV,,,,,,,,,,,,,,,,,,,
в высоту_16642.0,ɬal'uq,CVCVC,CVlVC,beχːil'arχa,CVCVCVCCV,bVCVlVrCV,ɬal'aχo,CVCVCV,CVlVCV,,,,,,,,,,,,,,,,
в глаза_16654.0,,,,h'ada,CVCV,CVCV,,,,had'i,CVCV,CVCV,,,,,,,,,,,,,
в глазах_16663.0,,,,h'adi,CVCV,CVCV,,,,,,,,,,,,,,,,,,,
в глотке_16672.0,,,,resːil'e,CVCVCV,rVCVlV,,,,,,,,,,es'ilã,VCVCV,VCVlV,,,,,,,
в глотке_16674.0,,,,,,,,,,q'ʷanq'ʷat''ila,CVCCVCVCV,CVnCVCVlV,,,,,,,,,,,,,
в глубину_16678.0,,,,,,,ɡetɬːulaɡ'etɬːa,CVCCVCVCVCCV,CVCCVlVCVCCV,,,,,,,,,,,,,,,,
в горах_16687.0,,,,beːbaχi,CVCVCV,bVbVCV,b'etʃaqːe,CVCCVCV,bVCCVCV,,,,,,,,,,,,,,,,
в горах_16692.0,maʕ'aruq,CVCVCVC,mVCVrVC,,,,,,,maʕ'aruqi,CVCVCVCV,mVCVrVCV,,,,,,,,,,,,,
в горы_16699.0,,,,beːbaχa,CVCVCV,bVbVCV,,,,,,,,,,,,,,,,,,,
в гости_16705.0,,,,,,,ts'ːeɬoqː'e,CVCVCV,CVCVCV,,,,,,,,,,,,,,,,
в гости_16707.0,,,,,,,,,,,,,,,,,,,,,,s'ːelhar'ads'ːelher'aɬ,CVCCVCVCCVCCVCVC,CVlCVrVCCVlCVrVC,
в гостях_16714.0,ts'ː'ejɬeriq,CVCCVCVC,CVjCVrVC,,,,ts'ːeɬoqː'e,CVCVCV,CVCVCV,,,,,,,,,,tsːeɬ'arqa,CVCVCCV,CVCVrCV,,,,
в дали_16726.0,,,,t'aħtasaraɬi,CVCCVCVCVCV,CVCCVCVrVCV,,,,,,,,,,,,,,,,,,,
в дальнем углу_16732.0,t'aħdi,CVCCV,CVCCV,,,,t'aħitaɬːi,CVCVCVCV,CVCVCVCV,,,,,,,,,,,,,,,,
в двухкратном размере_16745.0,,,,,,,,,,,,,,,,etʃ't'ub,VCCCVC,VCCCVb,,,,,,,
в действительности_16750.0,,,,ħaq''iq'atalda,CVCVCVCVCCV,CVCVCVCVlCV,ħaq'ː'iq'ːateɬːiɡe,CVCVCVCVCVCV,CVCVCVCVCVCV,ħaq''iq'atalda,CVCVCVCVCCV,CVCVCVCVlCV,,,,ħaq''iq'atalda,CVCVCVCVCCV,CVCVCVCVlCV,bit'ib'it'uqala,CVCVCVCVCVCV,bVCVbVCVCVlV,ħaq''iq'atila,CVCVCVCVCV,CVCVCVCVlV,1.0
в длину_16759.0,,,,beχːil'arχa,CVCVCVCCV,bVCVlVrCV,baχːaɬ'eroqːe,CVCVCVCVCV,bVCVCVrVCV,beχː'ilaɬiqi,CVCVCVCVCV,bVCVlVCVCV,,,,beχː'ilaɬiq,CVCVCVCVC,bVCVlVCVC,beχː'alɬaqa,CVCVCCVCV,bVCVlCVCV,,,,
в длину_16765.0,ar'iq,VCVC,VrVC,,,,,,,,,,,,,,,,,,,,,,
в добром здравии_16771.0,,,,saχsal'amatɡo,CVCCVCVCVCCV,CVCCVlVmVCCV,s'aʁsalamate,CVCCVCVCVCV,CVCCVlVmVCV,saχsal'amati,CVCCVCVCVCV,CVCCVlVmVCV,,,,saʁsalamat,CVCCVCVCVC,CVCCVlVmVC,s'aʁsalamata,CVCCVCVCVCV,CVCCVlVmVCV,s'aʁsalamat,CVCCVCVCVC,CVCCVlVmVC,1.0
в долг_16778.0,,,,kː'imasa,CVCVCV,CVmVCV,,,,,,,hilabik'oludːu,CVCVCVCVCVCV,CVlVbVCVlVCV,,,,,,,,,,
в долг_16782.0,,,,,,,,,,q''arziɬi,CVCCVCV,CVrCVCV,,,,,,,,,,,,,1.0
в дом_16789.0,,,,iʃa,VCV,VCV,,,,,,,,,,,,,,,,,,,
в достатке_16799.0,,,,,,,,,,,,,,,,bats''is'ːat'ʷi,CVCVCVCV,bVCVCVCV,ɡ'utʃilaːqa,CVCCVCVCV,CVCCVlVCV,,,,
в достаточном количестве_16804.0,,,,m'uʁidera,CVCVCVCV,mVCVCVrV,miq'ʷ'eːhe,CVCVCV,mVCVCV,,,,,,,,,,,,,,,,
в достаточном количестве_16810.0,beʔʷãɬ'aʔo,CVCVCVCV,bVCVCVCV,,,,,,,,,,,,,,,,,,,,,,
в доступном месте_16813.0,,,,,,,r'etɬ'abeq'iɬːi,CVCCVCVCVCV,rVCCVbVCVCV,rats'ant'abuɬːu,CVCVCCVCVCV,rVCVnCVbVCV,,,,,,,kʷajib'aːɬːila,CVCVCVCVCV,CVjVbVCVlV,kʷajb'ejoːbɬːa,CVCCVCVCCV,CVjbVjVbCV,
в другом месте_16823.0,,,,,,,,,,,,,herbaku,CVCCVCV,CVrbVCV,,,,,,,,,,
в живот_16834.0,,,,r'ekuɬi,CVCVCV,rVCVCV,,,,,,,,,,,,,,,,,,,
в животе_16843.0,,,,r'ekuɬːu,CVCVCV,rVCVCV,,,,,,,,,,,,,,,,,,,
в заключение_16852.0,,,,besq'erusːub,CVCCVCVCVC,bVCCVrVCVb,,,,,,,,,,,,,,,,,,,
в знач. нареч.  гьалгьáридал̄о бецiáл ол̄ъ̄ир л̄ъ̄éнлъ бидира  она до краев наполнила ведро воды_16860.0,,,,,,,,,,,,,,,,,,,,,,halh'aridaeo,CVCCVCVCVVV,CVlCVrVCVVV,
в игре бабки_16874.0,,,,,,,,,,,,,,,,,,,z'amaihiɬʲa,CVCVVCVCV,CVmVVCVCV,,,,
в изголовье_16876.0,,,,,,,m'inatɬ'ːi,CVCVCCV,mVnVCCV,,,,,,,,,,,,,,,,
в исправленном виде_16888.0,,,,tʃ'untitʃ'ada,CCVCCVCCVCV,CCVnCVCCVCV,,,,,,,,,,,,,,,,,,,
в итоге_16896.0,,,,,,,,,,,,,,,,,,,,,,hetʃ''itʃ'oːɬila,CVCCVCCVCVCV,CVCCVCCVCVlV,
в каждую ночь_16907.0,,,,,,,,,,,,,,,,jeɬaqχasã,CVCVCCVCV,jVCVCCVCV,,,,,,,
в каком бы направлении_16916.0,,,,,,,,,,,,,,,,iɬalχin,VCVCCVC,VCVlCVn,,,,,,,
в каком направлении_16927.0,h'ĩdiχːil,CVCVCVC,CVCVCVl,,,,,,,,,,,,,,,,,,,,,,
в кастрюле_16933.0,,,,ts''ea,CVV,CVV,,,,,,,,,,,,,,,,,,,
в качестве связки_16946.0,,,,,,,,,,,,,,,,,,,bˌuk'iɬʲa,CVCVCV,bVCVCV,,,,
в клочья_16951.0,,,,k''isda,CVCCV,CVCCV,,,,,,,,,,,,,,,,,,,
в комнате_16963.0,eχadal'isː,VCVCVCVC,VCVCVlVC,,,,,,,,,,,,,,,,,,,,,,
в комнату_16969.0,eʃikʷadi,VCVCVCV,VCVCVCV,iʃa,VCV,VCV,,,,,,,,,,,,,,,,,,,
в конце концов_16986.0,aχir'ijal,VCVCVCVC,VCVrVjVl,aχ'irla,VCVCCV,VCVrlV,aχiɬːiɡel'a,VCVCVCVCV,VCVCVCVlV,aχirl'a,VCVCCV,VCVrlV,,,,aχ'irla,VCVCCV,VCVrlV,aχ'ilːa,VCVCV,VCVlV,aχ'ilaː,VCVCV,VCVlV,1.0
в конце_16975.0,,,,,,,ĩtʃ'iq'edo,VCCVCVCV,VCCVCVCV,,,,,,,,,,,,,hetʃ'ih'e,CVCCVCV,CVCCVCV,
в конце_16978.0,,,,aχ'iralda,VCVCVCCV,VCVrVlCV,,,,aχ'iralda,VCVCVCCV,VCVrVlCV,,,,,,,,,,,,,1.0
в конце_16979.0,,,,,,,,,,,,,,,,etʃ'baχat'ʷla,VCCCVCVCCV,VCCbVCVClV,,,,,,,
в кошки-мышки (детская игра)_16995.0,,,,,,,,,,,,,,,,,,,,,,biʃːiʃː'ijob,CVCVCVCVC,bVCVCVjVb,
в крапинку_17009.0,,,,,,,,,,,,,,,,,,,k'ʷĩt''abatɬa,CVCVCVCCV,CVCVbVCCV,,,,
в ладах_17014.0,,,,razirakiw,CVCVCVCVC,rVCVrVCVw,,,,,,,,,,,,,,,,,,,1.0
в лес_17021.0,,,,,,,,,,,,,reʃtɬi,CVCCCV,rVCCCV,,,,,,,,,,
в лесу_17030.0,,,,,,,,,,,,,reʃtɬi,CVCCCV,rVCCCV,,,,,,,,,,
в лице_17039.0,,,,,,,,,,,,,hadu,CVCV,CVCV,,,,,,,,,,
в лицо_17047.0,h'adir,CVCVC,CVCVr,,,,hãd'iriɡa,CVCVCVCV,CVCVrVCV,,,,,,,,,,,,,,,,
в любом случае_17063.0,,,,,,,,,,,,,,,,,,,eh'oːla,VCVCV,VCVlV,,,,
в меру_17068.0,,,,muʁid'era,CVCVCVCV,mVCVCVrV,,,,,,,,,,,,,,,,,,,
в могиле_17074.0,,,,qudiɬːu,CVCVCV,CVCVCV,ʃ'odiri,CVCVCV,CVCVrV,,,,ʃudila,CVCVCV,CVCVlV,,,,,,,,,,
в наличии_17083.0,,,,,,,kʷ'adisːiɡi,CVCVCVCV,CVCVCVCV,,,,,,,,,,,,,,,,
в направлении назад_17095.0,,,,besː'uχaχːindu,CVCVCVCVCCV,bVCVCVCVnCV,,,,,,,,,,,,,,,,,,,
в начале_17103.0,,,,,,,,,,,,,,,,,,,,,,unal'aχindi,VCVCVCVCCV,VnVlVCVnCV,
в начале_17105.0,,,,,,,,,,,,,,,,eldale,VCCVCV,VlCVlV,el'iɬala,VCVCVCV,VlVCVlV,,,,
в небе_17113.0,,,,reʃinatɬ''i,CVCVCVCCV,rVCVnVCCV,,,,,,,,,,,,,,,,,,,
в недоступном месте_17119.0,,,,,,,t'aħitaɬːi,CVCVCVCV,CVCVCVCV,,,,,,,atʃ''abatɬ'aq'i,VCCVCVCCVCV,VCCVbVCCVCV,,,,,,,
в необходимом количестве_17132.0,,,,,,,,,,,,,,,,b'uq'udːoːl,CVCVCVC,bVCVCVl,,,,,,,
в нижнем конце_17137.0,,,,,,,ĩχːiɬː'iqːe,VCVCVCV,VCVCVCV,,,,,,,,,,,,,,,,
в нищете_17151.0,,,,,,,,,,miskʲ'inɬiqi,CVCCVCCVCV,mVCCVnCVCV,,,,,,,,,,,,,1.0
в нужде_17155.0,,,,,,,jaz'iqːiɬilaːroɡe,CVCVCVCVCVCVCV,jVCVCVCVlVrVCV,,,,,,,,,,jaz'iqiɬarqa,CVCVCVCVCCV,jVCVCVCVrCV,,,,
в объятия_17165.0,,,,,,,,,,,,,kodi,CVCV,CVCV,,,,,,,,,,
в огонь_17176.0,,,,ts''aqa,CVCV,CVCV,,,,,,,,,,,,,,,,,,,
в один_17185.0,,,,tsebɬː'a,CVCCV,CVbCV,,,,,,,,,,,,,,,,,,,
в одинаковом состоянии_17198.0,,,,,,,,,,,,,,,,,,,sebħ'alɬːiqa,CVCCVCCVCV,CVbCVlCVCV,,,,
в одиночку_17203.0,,,,h'iwdatseda,CVCCVCVCV,CVwCVCVCV,,,,,,,,,,,,,,,,,,,
в одну минуту_17212.0,,,,minutaɬ'i,CVCVCVCV,mVnVCVCV,,,,,,,,,,,,,,,,,,,1.0
в окрестности_17222.0,,,,,,,,,,,,,,,,b'eqɬalʷ,CVCCVC,bVCCVl,,,,,,,
в основном_17227.0,,,,,,,b'oʁosːeɬːiɡe,CVCVCVCVCV,bVCVCVCVCV,,,,,,,b'eʁusː,CVCVC,bVCVC,,,,,,,
в основном_17233.0,tɬʷ'anisːal,CCVCVCVC,CCVnVCVl,,,,,,,,,,,,,,,,,,,,,,
в особенности_17237.0,,,,,,,,,,,,,χasːab,CVCVC,CVCVb,,,,,,,,,,1.0
в отчаянии_17249.0,,,,,,,,,,darm'an,CVCCVC,CVrmVn,,,,darm'a,CVCCV,CVrmV,,,,,,,
в отчаянии_17252.0,,,,,,,,,,,,,,,,,,,karab'iχːijo,CVCVCVCVCV,CVrVbVCVjV,,,,
в очаг_17258.0,,,,,,,,,,aq'ulo,VCVCV,VCVlV,,,,aq'ilã,VCVCV,VCVlV,,,,,,,
в очаге_17266.0,,,,aq'ulu,VCVCV,VCVlV,,,,,,,,,,,,,,,,,,,
в панике бегом броситься_17285.0,,,,,,,,,,,,,,,,tʃ'etʃ'iːd,CCVCCVC,CCVCCVC,,,,,,,
в панике броситься куда-либо_17306.0,,,,,,,,,,,,,,,,,,,tʃ'etʃ'ew'oːta,CCVCCVCVCV,CCVCCVwVCV,,,,
в панике броситься_17292.0,,,,,,,,,,,,,,,,,,,,,,tʃ''eːrobeɬila,CCVCVCVCVCV,CCVrVbVCVlV,
в панике_17279.0,,,,,,,,,,,,,,,,,,,tʃːotʃːo,CCVCCV,CCVCCV,,,,
в паху_17311.0,,,,aqʷ'abatɬ'i,VCVCVCCV,VCVbVCCV,,,,aqʷ'abetʃ'ubatɬ'u,VCVCVCCVCVCCV,VCVbVCCVbVCCV,,,,,,,,,,,,,
в позапрошлом году_17317.0,sː'ebari,CVCVCV,CVbVrV,senɡ'era,CVCCVCV,CVnCVrV,sː'aliɬːaɡetɬ'ːi,CVCVCVCVCCV,CVlVCVCVCCV,sːebed'a,CVCVCV,CVbVCV,,,,sebada,CVCVCV,CVbVCV,sː'ebajasː'ebeja,CVCVCVCVCVCV,CVbVjVCVbVjV,sː'ebera,CVCVCV,CVbVrV,
"в покое, спокойно_17333.0",,,,,,,,,,,,,,,,,,,raħ'atilaːqa,CVCVCVCVCV,rVCVCVlVCV,,,,1.0
в полдень_17335.0,ɬ'ajtɬːa,CVCCCV,CVjCCV,hele,CVCV,CVlV,tɬ'ː'eːle,CCVCV,CCVlV,,,,,,,tɬ'ebultʃ',CCVCVCCC,CCVbVlCC,,,,,,,
в полдень_17337.0,,,,,,,,,,,,,,,,,,,tɬ''ebutʃ'i,CCVCVCCV,CCVbVCCV,tɬ''ebulaχ,CCVCVCVC,CCVbVlVC,
в полной мере_17347.0,,,,m'uʁerχi,CVCVCCV,mVCVrCV,,,,,,,,,,,,,,,,,,,
в полночь_17353.0,reɬareq''ẽɬala,CVCVCVCVCVCV,rVCVrVCVCVlV,rehabatɬ''iɬːa,CVCVCVCCVCV,rVCVbVCCVCV,atɬ'ː'eratɬaɬːiɡe,VCCVCVCCVCVCV,VCCVrVCCVCVCV,batɬ''ireɬala,CVCCVCVCVCV,bVCCVrVCVlV,,,,jatɬ'eɬatʃ',CVCCVCVCC,jVCCVCVCC,ratɬ''ireɬaːtʃ'i,CVCCVCVCVCCV,rVCCVrVCVCCV,ratɬ''ilhãɬːa,CVCCVCCVCV,rVCCVlCVCV,
в пользу_17365.0,,,,pajd'aji,CVCCVCV,CVjCVjV,,,,,,,,,,,,,,,,,,,1.0
в последнее время_17373.0,hats'eɬːil,CVCVCVC,CVCVCVl,,,,,,,,,,,,,asebɬːi,VCVCCV,VCVbCV,as'ebɬːiː,VCVCCV,VCVbCV,abts'eɬːila'atsebɬːir,VCCVCVCVVCVCCVC,VbCVCVlVVCVbCVr,
в последний раз_17380.0,,,,,,,ĩtʃ'iq'edo,VCCVCVCV,VCCVCVCV,,,,,,,,,,hetʃ''aχeruqa,CVCCVCVCVCV,CVCCVCVrVCV,,,,
в пояснице_17393.0,,,,,,,,,,,,,,,,batɬ''aq,CVCCVC,bVCCVC,,,,,,,
в правильную сторону_17401.0,,,,bit'ir'aχːindu,CVCVCVCVCCV,bVCVrVCVnCV,,,,,,,,,,,,,,,,,,,
в прах_17410.0,,,,p'ilpana,CVCCVCV,CVlCVnV,,,,,,,,,,,,,,,,,,,
в придачу_17418.0,,,,,,,,,,,,,,,,aχidãːɬːala,VCVCVCVCV,VCVCVCVlV,,,,oɬː'aːhila,VCVCVCV,VCVCVlV,
в прихожей_17429.0,,,,,,,,,,,,,,,,jehidã,CVCVCV,jVCVCV,,,,,,,
в прохладе_17441.0,,,,,,,,,,,,,,,,,,,ɬː'at'ulaqa,CVCVCVCV,CVCVlVCV,,,,
в прошлом году_17443.0,sːab'i,CVCV,CVbV,sː'abu,CVCV,CVbV,sː'ali,CVCV,CVlV,sːab'u,CVCV,CVbV,sːob,CVC,CVb,sas,CVC,CVC,sː'abi,CVCV,CVbV,sː'aha,CVCV,CVCV,
в пути_17455.0,,,,m'iq'idi,CVCVCV,mVCVCV,,,,,,,,,,,,,,,,,,,
в равной мере_17461.0,d'ãdesːdãde,CVCVCCVCV,CVCVCCVCV,,,,d'adisːedãdi,CVCVCVCVCV,CVCVCVCVCV,,,,,,,d'anːisːdanː,CVCVCCVC,CVnVCCVn,dãdiːχad'adi,CVCVCVCVCV,CVCVCVCVCV,d'andisːdandi,CVCCVCCVCCV,CVnCVCCVnCV,
в разные стороны_17477.0,,,,,,,,,,,,,,,,,,,mak'ʷm'ak'ʷeːla,CVCCVCVCV,mVCmVCVlV,,,,
в рамках дозволенного_17482.0,,,,b'ehiχabu,CVCVCVCV,bVCVCVbV,,,,,,,,,,,,,,,,,,,
в результате_17488.0,hetʃ''eχiɡil,CVCCVCVCVC,CVCCVCVCVl,,,,ĩtʃ'iq'edola,VCCVCVCVCV,VCCVCVCVlV,,,,,,,,,,hetʃ''aχeruqala,CVCCVCVCVCVCV,CVCCVCVrVCVlV,,,,
в рост_17497.0,,,,,,,baχːaɬ'eroqːe,CVCVCVCVCV,bVCVCVrVCV,,,,,,,,,,,,,,,,
в руках_17506.0,kʷad'i,CVCV,CVCV,kʷ'adu,CVCV,CVCV,kʷ'adi,CVCV,CVCV,kʷ'adu,CVCV,CVCV,kodu,CVCV,CVCV,kʷadã,CVCV,CVCV,kʷaj'i,CVCV,CVjV,kʷaj,CVC,CVj,
в руки_17516.0,,,,kʷ'ada,CVCV,CVCV,,,,,,,kodi,CVCV,CVCV,,,,,,,,,,
в ряд_17524.0,tɬ'ilbajq,CCVCCVCC,CCVlbVjC,,,,tɬ'ː'ilaːqːe,CCVCVCV,CCVlVCV,,,,,,,,,,,,,,,,
в самом деле_17533.0,,,,,,,udaũdadaɬe,VCVVCVCVCV,VCVVCVCVCV,,,,,,,,,,,,,,,,
в свежем виде_17542.0,,,,,,,asːadada,VCVCVCV,VCVCVCV,,,,,,,,,,,,,,,,
в сеновале_17554.0,,,,b'eʁʷatɬ'i,CVCVCCV,bVCVCCV,,,,,,,,,,,,,,,,,,,
